Age,Attrition,BusinessTravel,Department,DistanceFromHome,Gender,JobLevel,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
36,No,Non-Travel,Research & Development,18,Male,2,4,7779,2,20,4,1,0,3,11,9,0,9
31,No,Travel_Frequently,Sales,20,Male,1,4,2791,0,12,3,1,4,3,2,2,2,2
28,No,Travel_Rarely,Research & Development,2,Male,1,2,3201,0,17,3,1,2,1,5,3,0,4
35,No,Travel_Frequently,Sales,11,Male,2,4,4968,1,11,3,4,3,3,5,2,0,2
49,No,Travel_Rarely,Sales,8,Male,4,2,13120,6,17,3,2,3,3,9,8,2,3
34,No,Travel_Frequently,Research & Development,2,Male,2,3,4033,2,11,3,4,3,2,3,2,0,2
29,No,Travel_Frequently,Research & Development,10,Female,1,2,3291,0,14,3,4,2,2,7,5,1,1
42,No,Travel_Rarely,Research & Development,29,Male,2,4,4272,4,19,3,1,3,3,1,0,0,0
29,No,Travel_Rarely,Research & Development,8,Male,2,4,5056,1,15,3,3,2,2,10,7,1,2
38,No,Travel_Rarely,Human Resources,1,Male,1,3,2844,1,13,3,4,2,4,7,6,5,0
28,No,Travel_Frequently,Research & Development,6,Male,1,3,2703,1,14,3,4,2,3,3,1,0,2
18,Yes,Non-Travel,Research & Development,8,Male,1,3,1904,1,12,3,4,0,3,0,0,0,0
33,Yes,Travel_Rarely,Sales,9,Female,2,1,8224,0,17,3,1,3,3,5,2,0,3
41,No,Travel_Rarely,Research & Development,12,Male,1,4,4766,3,11,3,1,4,3,1,0,0,0
31,Yes,Travel_Frequently,Research & Development,15,Male,1,3,2610,1,12,3,3,5,2,2,2,2,2
37,No,Travel_Rarely,Research & Development,25,Female,2,4,5731,7,13,3,3,2,3,6,2,1,3
27,No,Travel_Rarely,Research & Development,6,Male,1,3,2539,1,13,3,3,0,3,4,2,2,2
34,No,Travel_Rarely,Sales,9,Female,2,3,5714,1,20,4,1,3,2,6,5,1,3
35,No,Travel_Rarely,Human Resources,8,Male,1,3,4323,1,17,3,2,2,1,5,4,1,4
29,Yes,Travel_Rarely,Sales,23,Female,3,1,7336,1,13,3,1,3,1,11,8,3,10
40,No,Travel_Frequently,Research & Development,9,Female,3,3,13499,9,17,3,3,3,2,18,7,2,13
42,Yes,Travel_Frequently,Sales,12,Male,4,1,13758,0,12,3,2,2,2,21,9,13,14
42,No,Travel_Rarely,Sales,4,Male,2,1,5155,7,13,3,4,3,4,6,4,1,5
35,No,Travel_Rarely,Research & Development,1,Male,1,3,2258,6,12,3,2,2,3,8,0,1,7
24,No,Travel_Rarely,Research & Development,24,Male,1,2,3597,8,22,4,4,2,3,4,3,1,2
28,Yes,Travel_Rarely,Research & Development,12,Female,1,4,2515,1,11,3,4,4,2,1,1,0,0
26,No,Travel_Rarely,Research & Development,3,Male,1,4,4420,1,22,4,2,2,3,8,7,0,7
30,No,Travel_Rarely,Sales,10,Male,2,3,6578,1,18,3,1,3,3,10,3,1,4
40,No,Travel_Frequently,Research & Development,26,Female,2,4,4422,3,13,3,4,3,1,1,1,0,0
35,No,Travel_Rarely,Research & Development,2,Male,3,2,10274,2,18,3,2,2,4,7,7,6,4
34,No,Travel_Frequently,Research & Development,1,Male,2,1,5343,0,20,4,3,3,3,13,9,4,9
35,No,Travel_Frequently,Research & Development,4,Male,1,4,2376,1,13,3,2,2,4,2,2,2,2
43,Yes,Travel_Rarely,Sales,9,Female,2,3,5346,8,13,3,2,2,2,4,3,1,3
32,No,Non-Travel,Sales,2,Female,1,1,2827,1,12,3,3,3,3,1,0,0,0
56,No,Travel_Rarely,Research & Development,4,Female,5,1,19943,4,13,3,4,2,3,5,2,4,2
29,No,Travel_Rarely,Research & Development,6,Female,1,4,3131,1,13,3,1,5,3,10,8,0,8
19,No,Travel_Rarely,Research & Development,9,Male,1,1,2552,1,25,4,3,4,3,1,1,0,0
45,No,Travel_Rarely,Research & Development,7,Female,1,3,4477,4,19,3,3,2,2,3,2,0,2
37,No,Travel_Rarely,Research & Development,1,Female,2,4,6474,1,13,3,2,2,2,14,8,3,11
20,No,Travel_Rarely,Research & Development,3,Male,1,3,3033,1,12,3,1,2,2,2,2,1,2
44,Yes,Travel_Rarely,Research & Development,10,Male,1,3,2936,1,11,3,3,4,3,6,4,0,2
53,No,Travel_Rarely,Research & Development,7,Female,5,3,18606,3,18,3,2,6,3,7,7,4,7
29,No,Travel_Rarely,Research & Development,15,Female,1,4,2168,0,18,3,1,2,2,5,4,1,3
22,Yes,Travel_Frequently,Research & Development,3,Male,1,4,2853,0,11,3,2,5,3,0,0,0,0
46,No,Travel_Rarely,Sales,2,Female,4,1,17048,8,23,4,1,2,3,26,15,15,9
44,No,Non-Travel,Research & Development,17,Male,1,3,2290,2,13,3,4,3,3,0,0,0,0
33,No,Travel_Rarely,Human Resources,2,Male,1,3,3600,1,13,3,4,2,3,5,4,1,4
41,Yes,Non-Travel,Research & Development,5,Male,1,1,2107,6,17,3,1,2,1,1,0,0,0
30,No,Travel_Rarely,Sales,29,Male,2,1,4115,8,19,3,3,3,3,4,3,0,3
40,No,Travel_Frequently,Sales,2,Male,2,2,4327,5,12,3,4,2,3,0,0,0,0
50,No,Travel_Frequently,Research & Development,2,Female,4,1,17856,2,22,4,3,3,3,2,2,2,2
28,No,Travel_Rarely,Research & Development,19,Male,1,1,3196,1,12,3,3,2,3,6,5,3,3
46,No,Travel_Rarely,Research & Development,15,Male,5,2,19081,5,11,3,1,2,3,4,2,0,3
35,No,Travel_Rarely,Sales,17,Male,2,1,8966,3,15,3,4,2,3,7,7,1,7
24,Yes,Travel_Rarely,Research & Development,17,Female,1,2,2210,1,13,3,1,3,1,1,0,0,0
33,No,Travel_Frequently,Sales,25,Female,2,3,4539,1,12,3,1,3,2,10,7,0,1
36,No,Travel_Rarely,Research & Development,6,Male,1,3,2741,1,14,3,3,4,3,7,7,1,7
30,No,Travel_Rarely,Research & Development,7,Male,2,3,3491,1,13,3,1,4,2,10,7,8,9
44,No,Travel_Rarely,Research & Development,29,Male,2,4,4541,1,25,4,2,3,3,20,11,13,17
20,No,Travel_Rarely,Sales,21,Male,1,4,2678,1,17,3,4,2,3,2,1,2,2
46,No,Travel_Rarely,Research & Development,2,Male,2,4,7379,2,11,3,3,3,2,6,3,1,4
42,No,Non-Travel,Human Resources,2,Male,2,1,6272,7,16,3,1,3,4,4,3,0,3
60,No,Travel_Rarely,Sales,7,Male,2,4,5220,0,18,3,2,3,3,11,7,1,9
32,No,Travel_Frequently,Research & Development,13,Female,1,2,2743,1,20,4,3,2,3,2,2,2,2
32,No,Travel_Frequently,Research & Development,2,Female,2,3,4998,4,14,3,4,2,3,8,7,0,7
36,No,Travel_Rarely,Research & Development,1,Female,3,1,10252,2,21,4,3,2,3,7,7,7,7
33,No,Travel_Rarely,Research & Development,9,Male,1,4,2781,0,13,3,2,5,3,14,10,4,10
40,No,Travel_Rarely,Sales,10,Female,2,2,6852,7,12,3,2,2,4,5,1,1,3
25,No,Travel_Rarely,Sales,10,Male,2,4,4950,0,14,3,2,4,3,4,3,1,1
30,No,Travel_Rarely,Research & Development,1,Male,1,2,3579,0,21,4,1,2,3,11,9,5,7
42,No,Travel_Frequently,Research & Development,26,Female,3,1,13191,3,17,3,3,6,3,1,0,0,0
35,No,Non-Travel,Sales,8,Female,3,4,10377,4,11,3,2,6,2,13,2,4,12
27,No,Travel_Rarely,Research & Development,14,Male,1,1,2235,1,14,3,4,3,2,9,7,6,8
54,No,Travel_Frequently,Research & Development,1,Female,3,3,10502,7,17,3,1,2,1,5,4,1,4
44,No,Travel_Rarely,Research & Development,2,Female,1,4,2011,1,13,3,4,5,3,10,5,7,7
19,Yes,Non-Travel,Research & Development,10,Female,1,2,1859,1,25,4,2,2,4,1,1,0,0
29,No,Travel_Rarely,Research & Development,1,Female,1,4,3760,1,15,3,1,5,3,3,2,1,2
54,No,Travel_Rarely,Research & Development,3,Male,4,4,17779,3,14,3,1,2,3,10,9,0,9
31,No,Travel_Rarely,Research & Development,11,Male,2,1,6833,1,12,3,4,2,2,6,5,0,1
31,No,Travel_Rarely,Research & Development,24,Female,2,1,6812,1,19,3,2,2,3,10,9,1,8
59,No,Travel_Rarely,Sales,3,Female,2,4,5171,5,17,3,4,2,3,6,1,0,5
43,No,Travel_Rarely,Research & Development,3,Male,5,4,19740,3,14,3,2,2,3,8,7,0,7
49,No,Travel_Rarely,Research & Development,4,Male,5,3,18711,2,13,3,3,2,4,1,0,0,0
36,No,Travel_Frequently,Research & Development,3,Male,1,2,3692,1,12,3,3,2,2,11,10,0,7
48,No,Travel_Rarely,Research & Development,2,Male,1,2,2559,5,11,3,3,4,2,1,0,0,0
27,No,Travel_Rarely,Research & Development,4,Male,1,3,2517,1,11,3,2,2,3,5,3,0,3
29,No,Travel_Rarely,Research & Development,7,Male,2,4,6623,1,11,3,2,2,3,6,0,1,0
48,No,Travel_Rarely,Research & Development,1,Male,5,4,18265,6,12,3,3,3,4,1,0,0,0
29,No,Travel_Rarely,Research & Development,1,Female,4,4,16124,3,14,3,2,2,2,7,7,1,7
34,No,Travel_Rarely,Research & Development,20,Female,1,3,2585,0,17,3,4,5,2,1,0,0,0
44,No,Travel_Rarely,Sales,5,Male,5,2,18213,7,11,3,3,5,3,22,9,3,10
33,No,Travel_Rarely,Sales,10,Male,3,3,8380,0,14,3,4,3,3,9,8,0,8
19,No,Travel_Rarely,Research & Development,25,Female,1,4,2994,1,12,3,4,2,3,1,0,0,1
23,No,Travel_Rarely,Research & Development,1,Male,1,3,1223,1,22,4,4,2,3,1,0,0,1
25,Yes,Travel_Frequently,Sales,24,Male,1,4,1118,1,14,3,4,4,3,1,0,1,0
26,No,Travel_Rarely,Research & Development,4,Male,1,4,2875,1,20,4,2,2,2,8,5,2,2
45,Yes,Travel_Rarely,Sales,2,Female,5,2,18824,2,16,3,1,2,3,24,10,1,11
55,No,Non-Travel,Research & Development,8,Male,4,2,13577,1,15,3,4,3,3,33,9,15,0
21,Yes,Travel_Frequently,Research & Development,10,Female,1,3,2625,1,20,4,3,2,1,2,2,2,2
46,No,Travel_Rarely,Sales,4,Female,5,2,18789,2,14,3,3,2,3,11,4,0,8
34,No,Travel_Rarely,Sales,2,Female,2,1,4538,0,12,3,4,3,3,3,2,0,2
51,No,Travel_Frequently,Sales,9,Male,5,2,19847,4,24,4,1,5,2,29,10,11,10
59,No,Travel_Rarely,Research & Development,18,Male,3,4,10512,6,12,3,4,6,2,9,7,5,4
34,No,Travel_Frequently,Research & Development,19,Female,2,2,4444,4,13,3,3,2,4,11,8,5,10
28,No,Travel_Frequently,Research & Development,1,Male,1,3,2154,0,11,3,3,2,2,4,2,0,2
44,No,Travel_Rarely,Research & Development,4,Male,5,1,19190,1,14,3,4,4,2,25,9,14,13
34,No,Travel_Frequently,Human Resources,11,Male,2,2,4490,4,11,3,4,5,4,10,9,1,8
35,No,Travel_Rarely,Research & Development,6,Male,1,3,3506,0,14,3,4,3,3,3,2,2,2
42,No,Travel_Rarely,Research & Development,7,Female,2,2,2372,6,16,3,4,2,3,1,0,0,0
43,No,Travel_Rarely,Sales,4,Female,3,4,10231,3,14,3,4,3,4,21,7,15,17
36,No,Travel_Rarely,Research & Development,2,Female,2,2,5410,9,11,3,4,2,3,16,14,5,12
44,Yes,Travel_Rarely,Research & Development,15,Female,3,4,7978,1,11,3,4,2,3,10,7,0,5
28,No,Travel_Frequently,Research & Development,2,Male,1,4,3867,1,12,3,2,2,3,2,2,2,2
51,No,Travel_Frequently,Research & Development,6,Female,1,3,2838,0,14,3,2,6,2,7,0,7,7
30,No,Non-Travel,Research & Development,9,Female,2,3,4695,7,18,3,3,3,3,8,4,1,7
29,Yes,Travel_Rarely,Research & Development,7,Female,1,3,3339,3,13,3,1,2,3,7,7,7,7
28,No,Travel_Rarely,Research & Development,1,Male,1,1,2080,2,11,3,2,2,2,3,2,1,2
25,No,Travel_Rarely,Research & Development,1,Female,1,2,2096,1,18,3,4,3,2,2,2,2,1
32,No,Travel_Rarely,Sales,8,Male,2,4,6209,1,15,3,3,4,4,10,7,0,8
45,No,Travel_Frequently,Research & Development,25,Female,5,2,18061,3,22,4,3,4,3,0,0,0,0
39,No,Travel_Rarely,Research & Development,13,Female,4,2,17123,6,13,3,4,4,3,19,9,15,2
58,No,Travel_Rarely,Research & Development,23,Male,1,3,2372,1,12,3,4,3,3,2,2,2,2
32,Yes,Travel_Rarely,Research & Development,7,Male,2,3,4883,1,18,3,1,3,3,10,4,1,1
39,Yes,Travel_Rarely,Research & Development,23,Male,1,1,3904,0,13,3,1,2,3,5,2,0,3
30,No,Travel_Rarely,Research & Development,6,Female,2,4,4627,0,12,3,1,6,3,9,2,6,7
36,No,Travel_Rarely,Research & Development,10,Female,3,3,7094,3,12,3,1,0,3,7,7,1,7
46,No,Travel_Rarely,Human Resources,1,Female,1,1,3423,6,12,3,3,3,4,7,6,5,7
28,No,Non-Travel,Research & Development,1,Female,2,4,6674,0,11,3,1,6,3,9,8,7,5
50,No,Travel_Rarely,Research & Development,28,Female,4,1,16880,4,11,3,2,2,3,3,2,1,2
40,Yes,Travel_Rarely,Sales,25,Male,3,2,9094,2,12,3,3,2,3,5,4,1,0
52,Yes,Travel_Rarely,Sales,5,Male,3,2,8446,9,19,3,3,2,2,8,7,7,7
30,No,Travel_Rarely,Research & Development,17,Female,3,1,11916,1,23,4,4,2,3,9,1,0,8
39,No,Travel_Rarely,Research & Development,18,Male,2,3,4534,0,11,3,1,6,3,8,7,1,7
31,No,Non-Travel,Sales,2,Female,3,3,9852,1,19,3,1,5,2,10,8,9,6
41,No,Non-Travel,Sales,10,Male,2,2,6151,1,13,3,1,4,3,19,2,11,9
31,Yes,Travel_Frequently,Sales,1,Female,1,2,2302,1,11,3,1,2,4,3,2,2,2
44,Yes,Travel_Rarely,Research & Development,3,Male,1,1,2362,4,12,3,3,4,4,3,2,1,2
42,No,Non-Travel,Research & Development,2,Male,4,3,17861,0,13,3,4,3,2,20,8,2,10
55,No,Travel_Rarely,Research & Development,2,Female,5,3,19187,4,14,3,4,5,3,19,9,9,11
56,No,Travel_Rarely,Human Resources,8,Male,5,2,19717,6,14,3,1,4,3,7,3,7,7
40,No,Non-Travel,Research & Development,16,Male,1,3,3544,9,16,3,2,0,3,4,2,0,0
34,No,Travel_Rarely,Research & Development,9,Male,3,4,8500,0,11,3,4,0,2,9,7,1,6
40,No,Travel_Rarely,Research & Development,2,Male,2,4,4661,1,13,3,3,4,3,9,8,8,8
41,No,Travel_Frequently,Sales,1,Female,2,1,4103,0,17,3,4,2,3,9,3,1,7
35,No,Travel_Frequently,Research & Development,4,Male,2,3,4249,1,11,3,2,3,3,9,6,1,1
51,No,Travel_Rarely,Human Resources,5,Male,4,2,14026,1,11,3,2,2,3,33,9,0,10
38,No,Travel_Rarely,Sales,2,Female,2,1,6893,3,15,3,4,3,3,7,7,1,7
34,No,Travel_Rarely,Sales,15,Female,2,1,6125,1,12,3,4,6,4,10,8,9,6
25,No,Travel_Rarely,Research & Development,19,Male,1,4,3669,3,11,3,3,6,2,3,2,1,2
58,Yes,Travel_Rarely,Research & Development,7,Female,3,1,10008,7,14,3,4,0,2,10,9,5,9
40,No,Travel_Rarely,Research & Development,1,Male,1,2,2387,3,22,4,3,3,3,4,2,0,3
36,No,Travel_Frequently,Sales,7,Female,2,1,4639,2,16,3,4,2,2,15,7,6,13
48,No,Travel_Rarely,Research & Development,4,Male,3,4,7898,1,11,3,3,2,3,10,9,0,8
27,No,Travel_Rarely,Sales,11,Female,1,4,2534,8,14,3,2,4,3,1,0,0,0
51,No,Travel_Rarely,Research & Development,11,Female,4,2,13142,3,16,3,2,1,2,5,2,0,3
18,No,Non-Travel,Research & Development,1,Female,1,4,1611,1,15,3,3,5,4,0,0,0,0
35,No,Travel_Rarely,Research & Development,1,Female,2,4,5363,0,12,3,2,0,3,9,7,0,0
27,No,Travel_Frequently,Sales,2,Male,2,4,5071,3,20,4,2,3,3,6,2,0,0
55,Yes,Travel_Rarely,Sales,13,Male,4,3,13695,6,17,3,3,2,2,19,7,3,8
56,No,Travel_Rarely,Research & Development,23,Male,4,2,13402,4,12,3,1,0,3,19,16,15,9
34,No,Non-Travel,Research & Development,26,Female,1,3,2029,1,20,4,3,2,3,5,4,0,0
40,No,Travel_Rarely,Research & Development,2,Female,2,3,6377,5,20,4,2,0,3,12,11,11,8
34,No,Travel_Rarely,Research & Development,29,Male,2,3,5429,4,13,3,1,1,3,8,7,7,7
31,Yes,Travel_Frequently,Sales,2,Female,1,4,2785,7,14,3,3,3,4,1,0,0,0
35,Yes,Travel_Frequently,Sales,18,Female,2,3,4614,0,18,3,3,0,2,4,2,3,2
38,No,Travel_Frequently,Research & Development,7,Male,1,3,2610,1,11,3,4,2,3,4,2,0,3
34,No,Travel_Rarely,Research & Development,2,Female,2,4,6687,1,11,3,4,2,4,14,11,4,11
28,No,Travel_Rarely,Sales,26,Male,2,1,4724,1,11,3,3,0,3,5,3,0,4
31,Yes,Travel_Rarely,Research & Development,22,Male,2,3,6179,1,15,3,4,3,2,10,2,6,7
39,No,Travel_Rarely,Sales,21,Male,2,4,6120,3,12,3,4,2,4,5,4,1,4
51,No,Travel_Frequently,Sales,2,Male,3,2,10596,2,11,3,2,5,3,4,2,3,2
41,No,Travel_Frequently,Research & Development,22,Female,2,4,5467,3,14,3,1,4,2,6,2,3,3
37,No,Travel_Rarely,Research & Development,4,Male,1,3,2996,7,15,3,4,2,3,6,4,1,3
33,No,Travel_Frequently,Sales,5,Male,2,4,9998,6,13,3,1,2,4,5,4,1,2
32,No,Travel_Rarely,Sales,2,Male,2,2,4078,0,13,3,1,3,2,3,2,1,2
39,No,Non-Travel,Research & Development,25,Male,3,3,10920,3,21,4,2,2,3,6,4,0,5
25,No,Travel_Rarely,Sales,18,Male,2,3,6232,2,11,3,2,3,2,3,2,1,2
52,No,Travel_Frequently,Research & Development,28,Female,4,3,13247,2,11,3,2,3,2,5,3,0,2
43,No,Travel_Rarely,Research & Development,6,Female,2,3,4081,1,14,3,1,3,1,20,7,1,8
27,No,Travel_Rarely,Sales,10,Female,2,4,5769,1,11,3,4,3,3,6,2,4,4
27,Yes,Travel_Rarely,Research & Development,17,Female,1,3,2394,1,13,3,4,2,3,8,2,7,7
26,No,Travel_Rarely,Research & Development,2,Male,1,4,3904,0,12,3,4,2,3,4,3,1,1
42,No,Travel_Rarely,Human Resources,10,Female,4,1,16799,0,14,3,3,5,3,20,7,0,9
52,No,Travel_Rarely,Research & Development,8,Female,1,1,2950,9,13,3,3,2,1,5,4,0,4
37,No,Travel_Rarely,Research & Development,11,Female,1,3,3629,4,18,3,1,6,3,3,2,0,2
35,No,Travel_Frequently,Research & Development,18,Male,3,4,9362,2,11,3,3,2,3,2,2,2,2
25,No,Travel_Rarely,Research & Development,1,Male,1,4,3229,4,11,3,2,2,2,3,2,0,2
26,No,Travel_Rarely,Research & Development,7,Male,1,1,3578,0,12,3,4,2,3,7,7,0,7
29,No,Travel_Rarely,Human Resources,17,Male,3,1,7988,1,13,3,1,3,2,10,9,0,9
49,Yes,Travel_Frequently,Research & Development,28,Male,2,1,4284,3,20,4,1,2,3,4,3,1,3
29,Yes,Travel_Frequently,Research & Development,14,Female,3,4,7553,0,12,3,1,1,3,8,7,7,7
54,No,Travel_Rarely,Research & Development,1,Female,4,4,17328,6,19,3,4,3,2,20,7,12,7
58,No,Travel_Rarely,Research & Development,1,Female,5,1,19701,3,21,4,3,3,3,9,8,1,5
55,No,Travel_Rarely,Research & Development,1,Male,4,4,14732,2,13,3,4,4,4,7,7,0,0
36,No,Travel_Rarely,Sales,3,Female,2,2,9278,3,16,3,4,3,3,5,4,0,1
31,Yes,Travel_Frequently,Sales,1,Female,1,3,1359,1,12,3,2,3,3,1,0,0,0
30,No,Travel_Rarely,Sales,7,Female,2,1,4779,7,14,3,2,3,3,3,2,0,2
31,No,Travel_Rarely,Research & Development,8,Female,4,2,16422,3,11,3,3,3,4,3,2,1,0
34,No,Travel_Frequently,Research & Development,1,Male,1,1,2996,5,14,3,3,2,3,4,3,1,3
31,Yes,Travel_Rarely,Research & Development,8,Female,1,2,1261,1,12,3,3,3,4,1,0,0,0
27,No,Travel_Rarely,Research & Development,11,Male,1,1,2099,0,14,3,2,3,4,5,0,1,4
36,No,Travel_Rarely,Research & Development,4,Male,2,4,5810,1,16,3,3,2,2,10,4,1,8
36,No,Travel_Rarely,Sales,16,Female,2,1,5647,4,13,3,1,3,2,3,2,0,2
47,No,Travel_Rarely,Research & Development,1,Male,1,4,3420,7,12,3,3,2,2,6,5,1,2
25,Yes,Travel_Rarely,Sales,9,Male,1,1,4400,3,12,3,1,2,3,3,2,2,2
37,No,Non-Travel,Research & Development,5,Male,1,3,3500,0,14,3,1,2,1,6,5,1,3
56,No,Travel_Rarely,Research & Development,1,Female,1,1,2066,2,22,4,4,3,4,3,2,1,0
47,No,Travel_Rarely,Research & Development,2,Female,4,3,17169,3,19,3,2,2,4,20,17,5,6
24,No,Travel_Rarely,Sales,4,Female,2,3,4162,1,12,3,3,3,3,5,4,0,3
32,No,Travel_Rarely,Sales,7,Male,2,4,9204,4,12,3,3,3,2,4,3,0,3
34,No,Travel_Rarely,Research & Development,1,Female,1,2,3294,5,17,3,1,2,2,5,4,0,2
41,No,Travel_Rarely,Research & Development,5,Male,1,3,2127,2,12,3,1,5,2,4,2,0,3
40,No,Non-Travel,Research & Development,9,Male,2,3,3975,3,11,3,3,2,4,8,7,0,7
31,No,Travel_Rarely,Sales,8,Male,3,4,10793,1,18,3,1,5,3,13,7,9,9
46,Yes,Travel_Rarely,Sales,9,Male,3,4,10096,4,11,3,1,1,4,7,7,4,3
39,Yes,Non-Travel,Research & Development,2,Female,1,1,3646,2,23,4,2,2,4,1,0,0,0
31,Yes,Travel_Frequently,Research & Development,1,Female,3,2,7446,1,11,3,1,2,3,10,8,4,7
45,No,Travel_Rarely,Research & Development,20,Male,3,1,10851,2,18,3,2,2,3,7,7,0,7
31,No,Travel_Rarely,Human Resources,8,Female,1,2,2109,9,18,3,4,3,3,3,2,0,2
31,Yes,Travel_Frequently,Research & Development,2,Male,1,4,3722,6,13,3,3,2,1,2,2,2,2
45,No,Travel_Rarely,Research & Development,29,Male,3,4,9380,4,18,3,4,4,4,3,1,1,2
48,No,Travel_Rarely,Sales,7,Male,2,1,5486,4,11,3,1,3,3,2,2,2,2
34,Yes,Travel_Rarely,Human Resources,9,Female,1,3,2742,1,15,3,4,0,3,2,2,2,2
40,No,Non-Travel,Research & Development,8,Male,3,2,13757,2,11,3,3,5,3,9,8,4,8
28,No,Travel_Rarely,Sales,5,Male,2,1,8463,0,18,3,4,4,3,5,4,1,3
44,No,Non-Travel,Research & Development,5,Male,1,3,3162,3,14,3,4,5,3,5,2,0,3
53,No,Travel_Rarely,Research & Development,2,Male,4,2,16598,4,12,3,2,2,2,9,8,8,8
49,No,Travel_Rarely,Research & Development,5,Male,2,3,6651,2,14,3,2,0,2,3,2,1,2
40,No,Travel_Rarely,Research & Development,2,Male,1,3,2345,2,14,3,3,3,4,3,1,1,2
44,No,Travel_Rarely,Research & Development,20,Male,1,2,3420,1,13,3,3,3,2,5,2,1,3
33,No,Travel_Frequently,Sales,7,Male,2,1,4373,0,14,3,1,2,3,4,3,0,3
34,No,Travel_Rarely,Sales,3,Male,2,1,4759,3,18,3,4,2,3,13,9,3,12
30,No,Travel_Rarely,Sales,16,Male,2,3,5301,8,15,3,3,2,2,2,1,2,2
42,No,Travel_Frequently,Research & Development,9,Female,1,4,3673,1,13,3,3,3,3,12,9,5,8
44,No,Travel_Frequently,Sales,1,Female,2,3,4768,7,12,3,3,4,2,1,0,0,0
30,No,Non-Travel,Research & Development,7,Male,1,3,1274,1,13,3,2,2,2,1,0,0,0
57,No,Travel_Rarely,Research & Development,1,Male,2,3,4900,0,24,4,1,2,2,12,9,2,8
49,No,Travel_Rarely,Research & Development,7,Male,3,2,10466,3,14,3,2,3,3,8,7,0,7
34,No,Travel_Frequently,Research & Development,15,Male,4,1,17007,7,14,3,4,3,2,14,8,6,9
28,Yes,Travel_Frequently,Sales,1,Male,1,3,2909,3,15,3,4,3,4,3,2,1,2
29,Yes,Travel_Frequently,Sales,13,Female,2,2,5765,5,11,3,1,4,1,5,3,0,0
34,Yes,Travel_Rarely,Sales,24,Female,2,2,4599,0,23,4,3,2,4,15,9,10,10
35,No,Travel_Rarely,Sales,7,Male,1,3,2404,1,13,3,1,3,3,1,0,0,0
24,Yes,Travel_Frequently,Research & Development,9,Male,1,1,3172,2,11,3,3,2,2,0,0,0,0
24,No,Non-Travel,Sales,13,Female,1,2,2033,1,13,3,3,2,3,1,0,0,0
44,No,Travel_Frequently,Research & Development,2,Male,3,3,10209,5,18,3,2,2,2,2,2,2,2
29,No,Travel_Rarely,Sales,19,Male,2,3,8620,1,14,3,3,3,3,10,7,0,4
30,No,Travel_Rarely,Human Resources,1,Male,1,3,2064,0,21,4,1,3,4,5,3,1,3
55,No,Travel_Rarely,Research & Development,4,Male,2,3,4035,0,16,3,2,2,3,3,2,1,2
33,No,Travel_Rarely,Research & Development,4,Female,1,2,3838,8,11,3,4,5,3,5,4,0,2
47,No,Travel_Rarely,Sales,14,Female,2,3,4591,3,17,3,3,4,2,5,4,1,2
28,Yes,Travel_Frequently,Research & Development,2,Male,1,1,2561,7,11,3,3,2,2,0,0,0,0
28,No,Travel_Rarely,Research & Development,1,Male,1,3,1563,1,14,3,4,2,1,1,0,0,0
28,No,Travel_Frequently,Sales,7,Male,2,1,4898,0,14,3,4,5,3,4,2,1,3
49,No,Travel_Rarely,Research & Development,3,Female,2,1,4789,4,25,4,1,3,3,3,2,1,2
29,No,Travel_Frequently,Research & Development,2,Female,1,2,3180,0,13,3,3,3,3,3,2,0,2
28,No,Travel_Rarely,Research & Development,29,Male,2,2,6549,1,14,3,2,2,2,8,6,1,7
33,No,Travel_Rarely,Research & Development,8,Male,2,3,6388,2,17,3,1,6,3,0,0,0,0
32,No,Travel_Rarely,Research & Development,10,Male,3,4,11244,2,25,4,2,5,4,5,2,0,0
54,No,Travel_Frequently,Research & Development,11,Female,4,4,16032,3,20,4,1,2,3,14,9,1,12
29,Yes,Travel_Rarely,Research & Development,1,Male,1,1,2362,6,13,3,3,2,1,9,7,0,7
44,No,Travel_Rarely,Research & Development,28,Male,4,1,16328,3,13,3,3,1,4,20,6,14,17
39,No,Travel_Rarely,Research & Development,6,Female,3,2,8376,4,18,3,4,3,3,2,0,2,2
46,No,Travel_Rarely,Sales,3,Female,4,2,16606,8,12,3,4,2,4,13,12,5,1
35,No,Travel_Rarely,Research & Development,16,Female,3,2,8606,1,19,3,4,3,1,11,8,3,3
23,No,Travel_Rarely,Research & Development,20,Male,2,3,2272,0,14,3,2,2,3,4,3,1,2
40,Yes,Travel_Rarely,Research & Development,9,Male,1,1,2018,3,14,3,2,3,1,5,4,1,0
34,No,Travel_Rarely,Sales,1,Male,3,3,7083,1,14,3,4,3,3,10,9,8,6
31,Yes,Travel_Frequently,Research & Development,3,Female,1,3,4084,1,12,3,1,2,1,7,2,7,7
50,No,Travel_Frequently,Research & Development,22,Male,4,4,14411,1,13,3,4,2,3,32,6,13,9
34,No,Travel_Rarely,Sales,7,Male,1,3,2308,0,25,4,2,4,3,11,10,5,7
42,No,Travel_Rarely,Research & Development,2,Male,1,2,4841,4,14,3,2,3,3,1,0,0,0
37,No,Travel_Rarely,Research & Development,13,Male,2,4,4285,1,17,3,1,2,3,10,8,3,7
